,index,year,day,date,oTime,pTime,sTime,spTime,distance,quality,type,oTimeUTC,endTime,max_of_dur_cont
554,558,2009,11,2009-01-11,10:50:08.728,10:51:40.317,10:52:48.251,67.934,712.09699,B,R,2009-01-11T10:50:08.728000Z,2009-01-11T10:51:44.910000Z,0 days 00:01:36.182000
555,559,2009,11,2009-01-11,02:46:22.146,02:46:51.800,02:47:13.795,21.995,187.51149,B,L,2009-01-11T02:46:22.146000Z,2009-01-11T02:47:40.346000Z,0 days 00:01:30
556,560,2009,10,2009-01-10,22:26:21.280,22:27:52.408,22:29:0.000,67.592,707.52732,A,R,2009-01-10T22:26:21.280000Z,2009-01-10T22:29:07.873000Z,0 days 00:02:46.593000
557,561,2008,365,2008-12-30,06:20:39.832,06:21:44.940,06:22:33.234,48.293,465.82096,A,R,2008-12-30T06:20:39.832000Z,2008-12-30T06:23:00.890000Z,0 days 00:02:21.058000
558,562,2008,360,2008-12-25,18:52:52.706,18:53:16.300,18:53:33.800,17.5,145.83975,B,L,2008-12-25T18:52:52.706000Z,2008-12-25T18:53:39.858000Z,0 days 00:01:30
559,563,2008,358,2008-12-23,23:47:23.824,23:47:30.700,23:47:35.800,5.1,39.80785,B,L,2008-12-23T23:47:23.824000Z,2008-12-23T23:47:58.124000Z,0 days 00:01:30
560,564,2008,352,2008-12-17,03:02:42.432,03:02:54.200,03:03:2.928,8.728,69.47499,B,L,2008-12-17T03:02:42.432000Z,2008-12-17T03:03:15.381000Z,0 days 00:01:30
561,565,2008,351,2008-12-16,02:30:18.898,02:30:47.750,02:31:9.150,21.4,181.89658,B,R,2008-12-16T02:30:18.898000Z,2008-12-16T02:31:45.146000Z,0 days 00:01:30
562,566,2008,348,2008-12-13,08:27:33.314,08:29:7.098,08:30:16.660,69.562,733.98631,,R,2008-12-13T08:27:33.314000Z,2008-12-13T08:33:56.213000Z,0 days 00:06:22.899000
563,567,2008,342,2008-12-07,09:54:59.674,09:56:21.794,09:57:22.703,60.91,620.24646,,R,2008-12-07T09:54:59.674000Z,2008-12-07T10:00:21.994000Z,0 days 00:05:22.320000
564,568,2008,337,2008-12-02,18:42:18.866,18:42:34.732,18:42:46.500,11.768,95.19743,B,L,2008-12-02T18:42:18.866000Z,2008-12-02T18:42:53.185000Z,0 days 00:01:30
565,569,2008,335,2008-11-30,16:28:26.663,16:28:33.400,16:28:38.397,4.997,38.98196,B,L,2008-11-30T16:28:26.663000Z,2008-11-30T16:28:55.116000Z,0 days 00:01:30
566,570,2008,333,2008-11-28,23:39:19.499,23:39:51.435,23:40:15.124,23.688,203.64825,C,R,2008-11-28T23:39:19.499000Z,2008-11-28T23:40:18.866000Z,0 days 00:01:30
567,571,2008,325,2008-11-20,14:09:19.762,14:10:21.060,14:11:6.526,45.466,433.066,,R,2008-11-20T14:09:19.762000Z,2008-11-20T14:13:48.701000Z,0 days 00:04:28.939000
568,572,2008,317,2008-11-12,10:39:09.343,10:39:42.920,10:40:7.828,24.906,215.4193,,R,2008-11-12T10:39:09.343000Z,2008-11-12T10:40:42.421000Z,0 days 00:01:33.078000
569,573,2008,314,2008-11-09,12:51:53.942,12:53:15.275,12:54:15.602,60.327,612.80952,,R,2008-11-09T12:51:53.942000Z,2008-11-09T12:57:10.666000Z,0 days 00:05:16.724000
570,574,2008,307,2008-11-02,06:46:42.124,06:47:22.324,06:47:52.140,29.816,264.12503,,R,2008-11-02T06:46:42.124000Z,2008-11-02T06:47:35.700000Z,0 days 00:01:30
571,575,2008,301,2008-10-27,10:55:54.851,10:56:35.295,10:57:5.293,29.998,265.96571,,R,2008-10-27T10:55:54.851000Z,2008-10-27T10:57:48.554000Z,0 days 00:01:53.703000
572,576,2008,298,2008-10-24,06:02:00.609,06:02:11.800,06:02:20.100,8.3,65.91677,B,L,2008-10-24T06:02:00.609000Z,2008-10-24T06:02:42.309000Z,0 days 00:01:30
573,577,2008,291,2008-10-17,18:42:40.047,18:44:3.859,18:45:6.021,62.164,636.33551,,R,2008-10-17T18:42:40.047000Z,2008-10-17T18:44:11.992000Z,0 days 00:01:31.945000
574,578,2008,288,2008-10-14,02:06:38.517,02:08:29.901,02:09:52.517,82.616,917.672,,R,2008-10-14T02:06:38.517000Z,2008-10-14T02:13:35.615000Z,0 days 00:06:57.098000
575,579,2008,286,2008-10-12,23:53:39.474,23:54:11.383,23:54:35.045,23.664,203.42313,,R,2008-10-12T23:53:39.474000Z,2008-10-12T23:54:38.236000Z,0 days 00:01:30
576,580,2008,281,2008-10-07,16:21:35.439,16:22:54.648,16:23:53.399,58.751,592.85591,,R,2008-10-07T16:21:35.439000Z,2008-10-07T16:23:14.791000Z,0 days 00:01:39.352000
577,581,2008,280,2008-10-06,11:40:06.187,11:40:13.400,11:40:18.750,5.35,41.81619,,L,2008-10-06T11:40:06.187000Z,2008-10-06T11:40:31.689000Z,0 days 00:01:30
578,582,2008,279,2008-10-05,05:27:24.459,05:27:44.962,05:28:0.171,15.209,125.26276,A,L,2008-10-05T05:27:24.459000Z,2008-10-05T05:28:14.496000Z,0 days 00:01:30
579,583,2008,273,2008-09-29,03:05:36.009,03:06:54.559,03:07:52.822,58.263,586.72028,,R,2008-09-29T03:05:36.009000Z,2008-09-29T03:11:36.449000Z,0 days 00:06:00.440000
580,584,2008,272,2008-09-28,15:26:12.741,15:26:28.920,15:26:40.920,12.0,97.1928,C,L,2008-09-28T15:26:12.741000Z,2008-09-28T15:26:52.821000Z,0 days 00:01:30
581,585,2008,265,2008-09-21,15:51:55.489,15:53:8.562,15:54:2.762,54.2,536.4239,,R,2008-09-21T15:51:55.489000Z,2008-09-21T15:54:13.927000Z,0 days 00:02:18.438000
582,586,2008,262,2008-09-18,14:33:02.329,14:34:26.574,14:35:29.061,62.487,640.50089,,R,2008-09-18T14:33:02.329000Z,2008-09-18T14:36:33.755000Z,0 days 00:03:31.426000
583,587,2008,252,2008-09-08,08:11:18.905,08:11:36.500,08:11:49.550,13.05,106.2809,B,L,2008-09-08T08:11:18.905000Z,2008-09-08T08:11:58.453000Z,0 days 00:01:30
584,588,2008,249,2008-09-05,19:58:39.750,20:00:0.013,20:00:59.546,59.533,602.7303,,R,2008-09-05T19:58:39.750000Z,2008-09-05T20:00:11.986000Z,0 days 00:01:32.236000
585,589,2008,248,2008-09-04,01:55:38.261,01:56:55.109,01:57:52.109,57.0,570.9348,,R,2008-09-04T01:55:38.261000Z,2008-09-04T01:57:39.150000Z,0 days 00:02:00.889000
586,590,2008,246,2008-09-02,22:41:44.707,22:42:5.200,22:42:20.400,15.2,125.18294,B,L,2008-09-02T22:41:44.707000Z,2008-09-02T22:42:30.754000Z,0 days 00:01:30
587,591,2008,241,2008-08-28,05:05:22.505,05:05:42.942,05:05:58.100,15.158,124.80992,A,L,2008-08-28T05:05:22.505000Z,2008-08-28T05:06:13.764000Z,0 days 00:01:30
588,592,2008,239,2008-08-26,09:46:23.749,09:47:52.357,09:48:58.080,65.723,682.73051,,R,2008-08-26T09:46:23.749000Z,2008-08-26T09:52:38.389000Z,0 days 00:06:14.640000
589,593,2008,235,2008-08-22,10:53:06.327,10:53:35.306,10:53:56.800,21.494,182.78163,,R,2008-08-22T10:53:06.327000Z,2008-08-22T10:53:55.872000Z,0 days 00:01:30
590,594,2008,235,2008-08-22,02:54:18.976,02:54:45.171,02:55:4.600,19.429,163.51204,A,L,2008-08-22T02:54:18.976000Z,2008-08-22T02:55:33.804000Z,0 days 00:01:30
591,595,2008,233,2008-08-20,17:26:31.576,17:28:1.338,17:29:7.917,66.579,694.05048,,R,2008-08-20T17:26:31.576000Z,2008-08-20T17:29:22.237000Z,0 days 00:02:50.661000
592,596,2008,232,2008-08-19,20:48:37.783,20:50:6.360,20:51:12.065,65.703,682.46845,,R,2008-08-19T20:48:37.783000Z,2008-08-19T20:50:13.673000Z,0 days 00:01:35.890000
593,597,2008,232,2008-08-19,17:15:26.216,17:16:44.658,17:17:42.837,58.184,585.72382,,R,2008-08-19T17:15:26.216000Z,2008-08-19T17:16:51.559000Z,0 days 00:01:30
594,598,2008,229,2008-08-16,02:55:10.704,02:55:26.950,02:55:39.000,12.05,97.62344,B,L,2008-08-16T02:55:10.704000Z,2008-08-16T02:56:03.753000Z,0 days 00:01:30
595,599,2008,225,2008-08-12,21:00:03.172,21:01:21.644,21:02:19.849,58.205,585.9924,,R,2008-08-12T21:00:03.172000Z,2008-08-12T21:01:34.129000Z,0 days 00:01:30.957000
596,600,2008,225,2008-08-12,09:23:16.840,09:23:28.300,09:23:36.800,8.5,67.57755,B,L,2008-08-12T09:23:16.840000Z,2008-08-12T09:23:49.488000Z,0 days 00:01:30
597,601,2008,214,2008-08-01,15:22:32.211,15:22:48.000,15:22:59.711,11.711,94.70789,A,L,2008-08-01T15:22:32.211000Z,2008-08-01T15:23:17.210000Z,0 days 00:01:30
598,602,2008,213,2008-07-31,08:38:51.769,08:40:15.413,08:41:17.454,62.041,634.75057,,R,2008-07-31T08:38:51.769000Z,2008-07-31T08:43:38.356000Z,0 days 00:04:46.587000
599,603,2008,212,2008-07-30,05:02:57.298,05:04:13.550,05:05:10.109,56.559,565.44995,,R,2008-07-30T05:02:57.298000Z,2008-07-30T05:12:14.073000Z,0 days 00:09:16.775000
600,604,2008,210,2008-07-28,21:11:14.660,21:12:31.880,21:13:29.156,57.276,574.37275,,R,2008-07-28T21:11:14.660000Z,2008-07-28T21:12:36.531000Z,0 days 00:01:30
601,605,2008,206,2008-07-24,00:56:25.101,00:56:37.100,00:56:46.000,8.9,70.90933,A,L,2008-07-24T00:56:25.101000Z,2008-07-24T00:57:08.001000Z,0 days 00:01:30
602,606,2008,205,2008-07-23,04:07:11.007,04:07:29.950,04:07:44.000,14.05,115.02356,A,L,2008-07-23T04:07:11.007000Z,2008-07-23T04:07:49.007000Z,0 days 00:01:30
603,607,2008,191,2008-07-09,09:02:52.705,09:04:12.693,09:05:12.022,59.329,600.14935,,R,2008-07-09T09:02:52.705000Z,2008-07-09T09:04:43.210000Z,0 days 00:01:50.505000
604,608,2008,190,2008-07-08,06:12:58.876,06:13:10.660,06:13:19.400,8.74,69.57498,A,L,2008-07-08T06:12:58.876000Z,2008-07-08T06:13:38.214000Z,0 days 00:01:30
605,609,2008,188,2008-07-06,18:31:56.338,18:33:19.223,18:34:20.712,61.484,627.59772,,R,2008-07-06T18:31:56.338000Z,2008-07-06T18:33:28.416000Z,0 days 00:01:32.078000
606,610,2008,187,2008-07-05,18:48:16.115,18:48:32.125,18:48:44.000,11.875,96.11714,B,L,2008-07-05T18:48:16.115000Z,2008-07-05T18:49:23.990000Z,0 days 00:01:30
607,611,2008,187,2008-07-05,10:34:08.389,10:35:38.124,10:36:44.683,66.559,693.78528,,R,2008-07-05T10:34:08.389000Z,2008-07-05T10:36:00.264000Z,0 days 00:01:51.875000
608,612,2008,187,2008-07-05,00:59:41.189,00:59:45.147,00:59:48.083,2.936,22.64617,B,L,2008-07-05T00:59:41.189000Z,2008-07-05T01:00:03.292000Z,0 days 00:01:30
609,613,2008,185,2008-07-03,20:56:54.758,20:57:36.956,20:58:8.255,31.299,279.2352,,R,2008-07-03T20:56:54.758000Z,2008-07-03T20:59:49.798000Z,0 days 00:02:55.040000
610,614,2008,185,2008-07-03,01:32:18.329,01:32:41.547,01:32:58.768,17.221,143.30997,C,L,2008-07-03T01:32:18.329000Z,2008-07-03T01:33:18.781000Z,0 days 00:01:30
611,615,2008,184,2008-07-02,09:17:52.654,09:18:18.632,09:18:37.900,19.268,162.02494,B,L,2008-07-02T09:17:52.654000Z,2008-07-02T09:19:16.020000Z,0 days 00:01:30
612,616,2008,182,2008-06-30,13:40:09.436,13:41:38.422,13:42:44.425,66.003,686.42643,,R,2008-06-30T13:40:09.436000Z,2008-06-30T13:44:49.013000Z,0 days 00:04:39.577000
613,617,2008,180,2008-06-28,05:11:06.570,05:11:27.199,05:11:42.500,15.301,126.08059,B,L,2008-06-28T05:11:06.570000Z,2008-06-28T05:12:09.370000Z,0 days 00:01:30
614,618,2008,179,2008-06-27,04:06:32.366,04:07:1.385,04:07:22.909,21.524,183.06425,B,L,2008-06-27T04:06:32.366000Z,2008-06-27T04:07:36.980000Z,0 days 00:01:30
615,619,2008,178,2008-06-26,02:31:42.705,02:31:54.300,02:32:2.900,8.6,68.40922,C,L,2008-06-26T02:31:42.705000Z,2008-06-26T02:32:15.104000Z,0 days 00:01:30
616,620,2008,174,2008-06-22,07:22:49.034,07:24:15.923,07:25:20.371,64.448,665.98532,,R,2008-06-22T07:22:49.034000Z,2008-06-22T07:28:32.110000Z,0 days 00:05:43.076000
617,621,2008,173,2008-06-21,13:43:37.324,13:45:2.488,13:46:5.656,63.168,649.31378,,R,2008-06-21T13:43:37.324000Z,2008-06-21T13:49:46.836000Z,0 days 00:06:09.512000
618,622,2008,173,2008-06-21,11:36:22.526,11:37:52.154,11:38:58.635,66.48,692.74432,,R,2008-06-21T11:36:22.526000Z,2008-06-21T11:42:34.369000Z,0 days 00:06:11.843000
619,623,2008,173,2008-06-21,05:57:16.314,05:58:44.135,05:59:49.278,65.141,675.0647,,R,2008-06-21T05:57:16.314000Z,2008-06-21T06:03:30.177000Z,0 days 00:06:13.863000
620,624,2008,170,2008-06-18,01:58:44.455,02:00:20.415,02:01:31.591,71.176,755.914,,R,2008-06-18T01:58:44.455000Z,2008-06-18T02:05:36.039000Z,0 days 00:06:51.584000
621,625,2008,169,2008-06-17,01:56:41.551,01:57:8.449,01:57:28.400,19.951,168.34878,A,L,2008-06-17T01:56:41.551000Z,2008-06-17T01:58:03.102000Z,0 days 00:01:30
622,626,2008,164,2008-06-12,07:46:35.193,07:47:0.000,07:47:18.400,18.4,154.04554,B,L,2008-06-12T07:46:35.193000Z,2008-06-12T07:47:47.191000Z,0 days 00:01:30
623,627,2008,160,2008-06-08,12:25:27.682,12:26:55.460,12:28:0.567,65.107,674.62299,,R,2008-06-08T12:25:27.682000Z,2008-06-08T12:32:35.221000Z,0 days 00:07:07.539000
624,628,2008,159,2008-06-07,13:54:59.428,13:55:21.000,13:55:37.000,16.0,132.3168,C,L,2008-06-07T13:54:59.428000Z,2008-06-07T13:56:26.427000Z,0 days 00:01:30
625,629,2008,159,2008-06-07,03:25:03.978,03:25:29.400,03:25:48.256,18.856,158.22948,C,L,2008-06-07T03:25:03.978000Z,2008-06-07T03:26:11.578000Z,0 days 00:01:30
626,630,2008,159,2008-06-07,01:43:06.015,01:43:28.800,01:43:45.700,16.9,140.40757,C,L,2008-06-07T01:43:06.015000Z,2008-06-07T01:43:55.265000Z,0 days 00:01:30
627,631,2008,159,2008-06-07,01:40:16.914,01:40:42.800,01:41:2.000,19.2,161.3975,A,L,2008-06-07T01:40:16.914000Z,2008-06-07T01:41:35.113000Z,0 days 00:01:30
628,632,2008,159,2008-06-07,00:18:46.868,00:19:14.273,00:19:34.600,20.327,171.8471,A,L,2008-06-07T00:18:46.868000Z,2008-06-07T00:20:03.594000Z,0 days 00:01:30
629,633,2008,158,2008-06-06,21:56:46.400,21:57:9.050,21:57:25.850,16.8,139.50518,A,L,2008-06-06T21:56:46.400000Z,2008-06-06T21:57:32.349000Z,0 days 00:01:30
630,634,2008,157,2008-06-05,18:12:40.748,18:14:0.550,18:14:59.732,59.188,598.29174,,R,2008-06-05T18:12:40.748000Z,2008-06-05T18:19:06.201000Z,0 days 00:06:25.453000
631,635,2008,143,2008-05-22,20:58:30.070,20:59:56.873,21:01:3.257,66.384,691.46626,,R,2008-05-22T20:58:30.070000Z,2008-05-22T21:02:19.198000Z,0 days 00:03:49.128000
632,636,2008,139,2008-05-18,12:11:06.060,12:11:23.400,12:11:36.261,12.861,104.63811,B,L,2008-05-18T12:11:06.060000Z,2008-05-18T12:11:47.660000Z,0 days 00:01:30
633,637,2008,137,2008-05-16,11:18:24.173,11:18:57.380,11:19:22.010,24.63,212.7401,,R,2008-05-16T11:18:24.173000Z,2008-05-16T11:19:48.043000Z,0 days 00:01:30
634,638,2008,131,2008-05-10,20:53:04.634,20:54:33.026,20:55:38.587,65.563,680.61499,,R,2008-05-10T20:53:04.634000Z,2008-05-10T20:57:45.610000Z,0 days 00:04:40.976000
635,639,2008,129,2008-05-08,20:19:13.877,20:19:34.100,20:19:49.100,15.0,123.408,B,L,2008-05-08T20:19:13.877000Z,2008-05-08T20:20:24.776000Z,0 days 00:01:30
636,640,2008,129,2008-05-08,19:52:29.762,19:52:54.300,19:53:12.500,18.2,152.21606,A,L,2008-05-08T19:52:29.762000Z,2008-05-08T19:53:50.463000Z,0 days 00:01:30
637,641,2008,129,2008-05-08,12:26:24.659,12:27:51.488,12:28:55.891,64.403,665.39684,,R,2008-05-08T12:26:24.659000Z,2008-05-08T12:32:23.169000Z,0 days 00:05:58.510000
638,642,2008,127,2008-05-06,05:19:11.603,05:19:29.400,05:19:42.600,13.2,107.58686,A,L,2008-05-06T05:19:11.603000Z,2008-05-06T05:20:02.202000Z,0 days 00:01:30
639,643,2008,64,2008-03-04,13:25:33.865,13:26:56.414,13:27:57.643,61.229,624.32489,,R,2008-03-04T13:25:33.865000Z,2008-03-04T13:31:37.451000Z,0 days 00:06:03.586000
640,644,2008,64,2008-03-04,00:53:38.001,00:55:5.095,00:56:9.695,64.6,667.97434,,R,2008-03-04T00:53:38.001000Z,2008-03-04T00:56:12.956000Z,0 days 00:02:34.955000
641,645,2008,64,2008-03-04,00:26:42.800,00:28:8.262,00:29:12.462,64.2,662.7443,,R,2008-03-04T00:26:42.800000Z,2008-03-04T00:32:40.537000Z,0 days 00:05:57.737000
642,646,2008,57,2008-02-26,16:10:40.008,16:12:6.553,16:13:10.747,64.194,662.63208,,R,2008-02-26T16:10:40.008000Z,2008-02-26T16:16:59.455000Z,0 days 00:06:19.447000
643,647,2008,57,2008-02-26,14:54:08.802,14:55:33.758,14:56:36.772,63.014,647.31739,,R,2008-02-26T14:54:08.802000Z,2008-02-26T15:00:22.043000Z,0 days 00:06:13.241000
644,648,2008,57,2008-02-26,10:46:11.397,10:47:38.494,10:48:43.097,64.603,668.01361,,R,2008-02-26T10:46:11.397000Z,2008-02-26T10:52:32.901000Z,0 days 00:06:21.504000
645,649,2008,55,2008-02-24,19:03:29.144,19:03:32.650,19:03:35.250,2.6,20.0173,A,L,2008-02-24T19:03:29.144000Z,2008-02-24T19:03:48.744000Z,0 days 00:01:30
646,650,2008,55,2008-02-24,10:58:23.665,10:58:38.900,10:58:50.200,11.3,91.18625,A,L,2008-02-24T10:58:23.665000Z,2008-02-24T10:59:04.764000Z,0 days 00:01:30
647,651,2008,52,2008-02-21,05:00:07.041,05:00:54.828,05:01:30.273,35.445,322.48749,,R,2008-02-21T05:00:07.041000Z,2008-02-21T05:02:04.211000Z,0 days 00:01:57.170000
648,652,2008,51,2008-02-20,18:27:04.184,18:28:32.699,18:29:38.356,65.657,681.8504,,R,2008-02-20T18:27:04.184000Z,2008-02-20T18:32:23.481000Z,0 days 00:05:19.297000
649,653,2008,50,2008-02-19,23:15:46.001,23:17:9.158,23:18:10.838,61.68,630.10857,,R,2008-02-19T23:15:46.001000Z,2008-02-19T23:22:16.839000Z,0 days 00:06:30.838000
650,654,2008,49,2008-02-18,03:54:19.345,03:55:30.308,03:56:22.943,52.635,517.42579,,R,2008-02-18T03:54:19.345000Z,2008-02-18T03:55:41.386000Z,0 days 00:01:30
651,655,2008,45,2008-02-14,17:26:45.500,17:28:8.584,17:29:11.309,62.725,643.57638,,R,2008-02-14T17:26:45.500000Z,2008-02-14T17:31:54.916000Z,0 days 00:05:09.416000
652,656,2008,45,2008-02-14,12:08:56.384,12:10:21.386,12:11:24.434,63.048,647.75798,,R,2008-02-14T12:08:56.384000Z,2008-02-14T12:15:07.786000Z,0 days 00:06:11.402000
653,657,2008,45,2008-02-14,11:42:09.390,11:43:27.000,11:44:24.565,57.565,577.9796,,R,2008-02-14T11:42:09.390000Z,2008-02-14T11:44:42.391000Z,0 days 00:02:33.001000
654,658,2008,45,2008-02-14,10:36:15.510,10:37:42.065,10:38:46.265,64.2,662.7443,,R,2008-02-14T10:36:15.510000Z,2008-02-14T10:39:52.596000Z,0 days 00:03:37.086000
655,659,2008,45,2008-02-14,10:09:19.877,10:10:45.790,10:11:49.514,63.724,656.53833,,R,2008-02-14T10:09:19.877000Z,2008-02-14T10:18:48.086000Z,0 days 00:09:28.209000
656,660,2008,44,2008-02-13,11:34:54.329,11:35:18.950,11:35:37.212,18.262,152.78284,B,L,2008-02-13T11:34:54.329000Z,2008-02-13T11:35:43.980000Z,0 days 00:01:30
657,661,2008,43,2008-02-12,07:07:16.759,07:07:29.500,07:07:38.950,9.45,75.51278,C,L,2008-02-12T07:07:16.759000Z,2008-02-12T07:08:02.259000Z,0 days 00:01:30
658,662,2008,42,2008-02-11,08:05:38.692,08:05:51.500,08:06:1.000,9.5,75.93255,B,L,2008-02-11T08:05:38.692000Z,2008-02-11T08:06:13.490000Z,0 days 00:01:30
659,663,2008,26,2008-01-26,02:29:01.831,02:30:19.100,02:31:16.412,57.312,574.82166,,R,2008-01-26T02:29:01.831000Z,2008-01-26T02:30:22.230000Z,0 days 00:01:30
660,664,2008,25,2008-01-25,19:22:10.272,19:22:44.962,19:23:10.690,25.728,223.42743,,R,2008-01-25T19:22:10.272000Z,2008-01-25T19:23:00.911000Z,0 days 00:01:30
661,665,2008,16,2008-01-16,05:04:15.761,05:04:17.600,05:04:18.964,1.364,10.42956,A,L,2008-01-16T05:04:15.761000Z,2008-01-16T05:04:58.161000Z,0 days 00:01:30
662,666,2008,16,2008-01-16,00:30:06.362,00:30:8.250,00:30:9.650,1.4,10.70698,A,L,2008-01-16T00:30:06.362000Z,2008-01-16T00:30:15.649000Z,0 days 00:01:30
663,667,2008,14,2008-01-14,11:10:06.255,11:10:23.850,11:10:36.900,13.05,106.2809,A,L,2008-01-14T11:10:06.255000Z,2008-01-14T11:10:51.104000Z,0 days 00:01:30
664,668,2008,13,2008-01-13,20:28:11.438,20:28:30.650,20:28:44.900,14.25,116.78231,B,L,2008-01-13T20:28:11.438000Z,2008-01-13T20:29:10.788000Z,0 days 00:01:30
665,669,2008,11,2008-01-11,12:56:25.670,12:57:58.439,12:59:7.248,68.809,723.82831,,R,2008-01-11T12:56:25.670000Z,2008-01-11T12:58:01.581000Z,0 days 00:01:35.911000
666,670,2008,6,2008-01-06,05:14:17.977,05:15:53.730,05:17:4.753,71.023,753.82843,,R,2008-01-06T05:14:17.977000Z,2008-01-06T05:19:29.247000Z,0 days 00:05:11.270000
667,671,2007,364,2007-12-30,06:42:40.200,06:44:0.814,06:45:1.114,60.3,605.76624,,R,2007-12-30T06:42:40.200000Z,2007-12-30T06:47:58.198000Z,0 days 00:05:17.998000
668,672,2007,306,2007-11-02,08:55:43.310,08:57:7.907,08:58:10.655,62.748,643.87384,,R,2007-11-02T08:55:43.310000Z,2007-11-02T09:00:22.402000Z,0 days 00:04:39.092000
669,673,2007,306,2007-11-02,04:47:05.803,04:47:13.093,04:47:18.500,5.407,42.27484,A,L,2007-11-02T04:47:05.803000Z,2007-11-02T04:47:30.259000Z,0 days 00:01:30
670,674,2007,300,2007-10-27,05:29:39.400,05:31:3.976,05:32:8.509,64.533,636.70396,,R,2007-10-27T05:29:39.400000Z,2007-10-27T05:36:46.423000Z,0 days 00:07:07.023000
671,675,2007,288,2007-10-15,17:36:44.017,17:36:57.500,17:37:7.500,10.0,80.142,A,L,2007-10-15T17:36:44.017000Z,2007-10-15T17:37:55.517000Z,0 days 00:01:30
672,676,2007,283,2007-10-10,10:14:10.500,10:15:27.276,10:16:22.527,55.251,550.7353,,R,2007-10-10T10:14:10.500000Z,2007-10-10T10:20:31.224000Z,0 days 00:06:20.724000
673,677,2007,279,2007-10-06,03:34:22.753,03:35:57.199,03:37:7.252,70.053,740.63239,,R,2007-10-06T03:34:22.753000Z,2007-10-06T03:39:28.552000Z,0 days 00:05:05.799000
674,678,2007,276,2007-10-03,02:15:08.589,02:15:14.050,02:15:18.100,4.05,31.43096,B,L,2007-10-03T02:15:08.589000Z,2007-10-03T02:15:34.538000Z,0 days 00:01:30
675,679,2007,274,2007-10-01,19:32:19.247,19:32:51.498,19:33:15.419,23.921,205.89366,,R,2007-10-01T19:32:19.247000Z,2007-10-01T19:33:05.497000Z,0 days 00:01:30
676,680,2007,269,2007-09-26,21:12:01.911,21:12:39.958,21:13:8.179,28.221,248.0518,,R,2007-09-26T21:12:01.911000Z,2007-09-26T21:14:20.950000Z,0 days 00:02:19.039000
677,681,2007,267,2007-09-24,18:12:31.600,18:14:10.617,18:15:32.617,82.0,805.20252,,R,2007-09-24T18:12:31.600000Z,2007-09-24T18:18:30.981000Z,0 days 00:05:59.381000
678,682,2007,263,2007-09-20,03:01:31.394,03:01:55.483,03:02:13.350,17.867,149.17755,B,L,2007-09-20T03:01:31.394000Z,2007-09-20T03:02:45.910000Z,0 days 00:01:30
679,683,2007,261,2007-09-18,06:11:01.719,06:11:25.650,06:11:43.400,17.75,148.11221,B,L,2007-09-18T06:11:01.719000Z,2007-09-18T06:11:49.317000Z,0 days 00:01:30
680,684,2007,255,2007-09-12,22:16:40.655,22:16:44.679,22:16:47.666,2.987,23.04604,B,L,2007-09-12T22:16:40.655000Z,2007-09-12T22:17:05.975000Z,0 days 00:01:30
681,685,2007,248,2007-09-05,09:21:52.816,09:21:58.376,09:22:2.500,4.124,32.01825,A,L,2007-09-05T09:21:52.816000Z,2007-09-05T09:22:11.541000Z,0 days 00:01:30
682,686,2007,248,2007-09-05,08:02:48.872,08:02:54.400,08:02:58.500,4.1,31.82773,A,L,2007-09-05T08:02:48.872000Z,2007-09-05T08:03:11.970000Z,0 days 00:01:30
683,687,2007,248,2007-09-05,07:58:12.509,07:58:17.700,07:58:21.550,3.85,29.84601,B,L,2007-09-05T07:58:12.509000Z,2007-09-05T07:58:36.459000Z,0 days 00:01:30
684,688,2007,248,2007-09-05,06:59:24.403,06:59:30.000,06:59:34.151,4.151,32.23265,B,L,2007-09-05T06:59:24.403000Z,2007-09-05T07:00:28.104000Z,0 days 00:01:30
685,689,2007,248,2007-09-05,06:36:03.022,06:36:9.038,06:36:13.500,4.462,34.70669,A,L,2007-09-05T06:36:03.022000Z,2007-09-05T06:36:28.185000Z,0 days 00:01:30
686,690,2007,248,2007-09-05,05:08:15.000,05:09:55.359,05:11:9.614,74.255,749.795,,R,2007-09-05T05:08:15.000000Z,2007-09-05T05:14:46.639000Z,0 days 00:06:31.639000
687,691,2007,246,2007-09-03,01:08:44.602,01:09:5.500,01:09:21.000,15.5,127.85175,A,L,2007-09-03T01:08:44.602000Z,2007-09-03T01:09:49.101000Z,0 days 00:01:30
688,692,2007,242,2007-08-30,22:18:21.789,22:18:27.250,22:18:31.300,4.05,31.43096,B,L,2007-08-30T22:18:21.789000Z,2007-08-30T22:18:45.684000Z,0 days 00:01:30
689,693,2007,232,2007-08-20,15:45:50.010,15:46:13.200,15:46:30.400,17.2,143.11982,C,L,2007-08-20T15:45:50.010000Z,2007-08-20T15:46:40.759000Z,0 days 00:01:30
690,694,2007,230,2007-08-18,16:43:02.207,16:43:22.700,16:43:37.900,15.2,125.18294,B,L,2007-08-18T16:43:02.207000Z,2007-08-18T16:43:54.507000Z,0 days 00:01:30
691,695,2007,230,2007-08-18,14:04:07.500,14:04:48.755,14:05:19.729,30.977,269.21389,,R,2007-08-18T14:04:07.500000Z,2007-08-18T14:06:00.746000Z,0 days 00:01:53.246000
692,696,2007,228,2007-08-16,08:36:21.620,08:36:42.450,08:36:57.900,15.45,127.40642,C,L,2007-08-16T08:36:21.620000Z,2007-08-16T08:37:19.169000Z,0 days 00:01:30
